食品番号,理由,スコア
08042,生しいたけは食用のキノコで、犬のレシピ素材として問題なく利用できる,8
10194,まだいの水煮は調理済みの魚で良質なタンパク源として適切,9
10055,しらす干しは小魚でカルシウムやタンパク質が豊富だが塩分に注意が必要,8
11158,豚そとももは良質なタンパク源だが脂肪量に留意して使用するのが望ましい,9
10074,えそ（生）は魚類としてタンパク源に適しているが下処理に注意が必要,8
11116,豚かた（皮下脂肪なし）は赤身の良いタンパク源でレシピ素材として適切,9
04055,粒状大豆たんぱくは植物性タンパク源として利用できるがアレルギーに注意,8
06332,焼き西洋かぼちゃは消化に良くビタミン・食物繊維が豊富で犬に適した素材,9
01009,大麦めんのゆでは炭水化物源として使いやすく犬のレシピ素材に適する,8
05027,味付けフライのひまわりは加工・味付けがされており脂質や塩分に注意が必要,5
01095,半つき米のかゆは消化に良い炭水化物源で犬の素材として適している,9
17146,減塩タイプの食塩は調味料として使用は可能だが単体の主要素材には向かない,5
04071,りょくとう（乾）は豆類の全粒で栄養源として利用可能だが調理で柔らかくする必要がある,8
08008,しろきくらげの乾物は安全な食用キノコで食物繊維源として利用できる,8
04048,納豆は発酵大豆でタンパク質と微生物由来成分を含み利用可能だが匂いや粘性に留意,8
11085,牛ヒレは良質なタンパク源で犬のレシピ素材として適している,9
07095,なつめ（乾燥）は果実で消化上問題なく、乾燥品として利用できる,7
10288,あわび（水煮缶）は良質な魚介のたんぱく源で調理済みのため扱いやすい,8
06122,ぜんまいは山菜で下処理が必要だが、適切な処理で素材として使える,6
07003,アセロラは果実で安全に使え、風味や栄養がある,8
01142,ライ麦全粒粉は穀物として使用可能だが主素材よりは補助的,7
08050,エリンギは安全なきのこ類で、油いためでも素材として使用できる,8
01171,天ぷら用プレミックス粉は加工度が高く素材としては限定的に使うのが適切,5
06162,つくしは山菜で生では下処理や加熱が必要、処理すれば利用可能,5
11029,和牛ヒレは高品質なタンパク源で犬のレシピ素材に適している,9
15167,もなか（つぶしあん入り）は和菓子で加工・糖分が多く素材としては限定的,5
06081,コールラビは安全な野菜で犬のレシピ素材として適している,8
15108,ゼリービーンズ等のキャンディ類は加工度が高く与え方に注意が必要,3
10417,するめいかは良質な魚介で加熱調理して使える,8
06371,甘酢れんこんは加工品だが素材として利用可能、味付けに注意,6
07063,グレープフルーツ（果実飲料）は酸や成分に注意が必要で使用は控えめが適切,5
11217,ささみは低脂肪で良質なタンパク源、犬に適した素材,9
07015,いちじくは消化器刺激や光線過敏などのリスクがあり与えてはいけない,1
12022,加熱した全卵（いり）は良質なたんぱく源で犬に適している,9
11118,豚の脂身は脂質が高く多量は適さないため使用は控えめにする必要がある,6
11105,牛肉由来の良質なたんぱく源。加工品で塩分・脂肪が高めなので使用量に注意。,6
10382,魚練りや卵を使った加工食品。甘辛く味付けされているため塩分・糖分が多めで注意が必要。,4
17121,からしや酢味を含む調味料で刺激が強く、消化器に負担をかけることがある。,3
15019,米粉の団子と甘辛いたれの組合せで糖分・塩分が多め。少量での使用が望ましい。,5
15047,和干菓子の乾燥菓子で主に糖分が主体。毒性はないが栄養価は低い。,5
03010,主成分が砂糖の甘味料で有害ではないが栄養価は低く過剰は避けるべき。,5
17030,濃縮だし系の調味料で塩分や風味が強く、そのままでは濃いので希釈・少量使用が必要。,4
03015,甘味料（でん粉糖類）で有害成分はないが栄養的利点は少なく控えめに使うのがよい。,5
11139,豚肉は良質なたんぱく源。ただし脂身が多い部位なので脂肪量に注意して使う。,8
07157,水分と電解質を含む飲料で一般に安全。糖分やカリウムを含むため量に注意。,7
01174,小麦由来の食パンは少量であれば与えやすい炭水化物源だが塩分や添加物に注意。,7
10084,まかじきは良質なたんぱく源の魚で犬のレシピ素材として適切。,9
06307,エシャレットはネギ類に該当し、溶血性貧血を引き起こす成分を含むため与えてはいけない。,1
10143,さけ（缶詰・水煮）は良質なたんぱくとオメガ-3を含み、犬に適した素材である。,9
06261,葉野菜でビタミン・食物繊維の供給源として有用。生でも少量から様子を見ながら使える。,8
10087,かつおは高品質なたんぱく源で犬のレシピ素材として適切。,9
01123,そば粉は消化可能な炭水化物源で一般に安全。ただしまれにアレルギーに注意。,8
07074,柑橘類の果肉は酸味が強く消化器に刺激を与えることがあるため少量で使用するのが望ましい。,6
15084,カスタード入りの菓子で高脂肪・高糖分。消化不良や体重増加の原因になりやすい。,5
16032,アルコール含有飲料でエタノールは犬に有害なため絶対に与えてはいけない。,1
07148,りんごの果肉は犬に安全な果物で、皮・芯が除去されているため与えやすい,9
07091,洋なしは犬に与えて問題ない果物で、果肉のみなら素材として適切,8
08037,えのきは犬が食べられるキノコであるが、油いためは脂質が増えるため調整が必要,8
04108,やぶまめは豆類でタンパク質や食物繊維の供給源になるが、乾燥品は調理処理が前提,7
06097,若ざやのささげ類は野菜として安全で犬のレシピ素材として適している,8
01176,食パンの耳は炭水化物源として使えるが加工度が高い加工食品である,6
18003,えびグラタンは複合調理済みの惣菜で脂質・塩分や調味料が含まれやすく素材としては注意が必要,3
10081,水煮のかじかは良質な魚類たんぱくで犬の素材として適切,9
05042,ごまねりは良質な脂質と風味源になるが脂肪分が高い点に注意,6
06357,ゆでほうれんそうはビタミン・ミネラル源として利用できるがシュウ酸含有に配慮が必要,7
06192,ゆでなすの果実部は犬に与えられる野菜で調理済みの素材として適切,8
10348,ほたるいかは魚介類として利用可能だが内臓を含む場合は鮮度や処理状態に注意,7
